record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason,good_units,defect_rate,scrap_rate
1892,2025-07-30,Afternoon,Line A,Product Delta,1385,41,8,58.16,Coating Defect,Material Shortage,1336,0.0296,0.0058
1893,2025-07-30,Night,Line A,Product Delta,1378,23,5,76.32,Surface Defect,Mechanical Failure,1350,0.0167,0.0036
1894,2025-07-30,Morning,Line B,Product Gamma,1309,16,2,76.12,Dimensional Error,Quality Issue,1291,0.0122,0.0015
1895,2025-07-30,Afternoon,Line B,Product Beta,1276,44,9,79.11,Surface Defect,Mechanical Failure,1223,0.0345,0.0071
1896,2025-07-30,Night,Line B,Product Beta,1254,73,7,70.93,Dimensional Error,Changeover,1174,0.0582,0.0056
1897,2025-07-30,Morning,Line C,Product Gamma,1139,39,11,60.35,Dimensional Error,Changeover,1089,0.0342,0.0097
1898,2025-07-30,Afternoon,Line C,Product Delta,1039,26,8,47.21,Coating Defect,Quality Issue,1005,0.025,0.0077
1899,2025-07-30,Night,Line C,Product Gamma,1091,49,15,29.41,Assembly Error,Mechanical Failure,1027,0.0449,0.0137
1900,2025-07-31,Morning,Line A,Product Beta,1517,46,10,79.9,Assembly Error,Material Shortage,1461,0.0303,0.0066
1901,2025-07-31,Afternoon,Line A,Product Alpha,1431,66,19,33.61,Surface Defect,Maintenance,1346,0.0461,0.0133
1902,2025-07-31,Night,Line A,Product Alpha,1361,62,18,8.24,Surface Defect,,1281,0.0456,0.0132
1903,2025-07-31,Morning,Line B,Product Beta,1201,14,3,30.16,Surface Defect,Changeover,1184,0.0117,0.0025
1904,2025-07-31,Afternoon,Line B,Product Gamma,1206,13,2,53.53,Dimensional Error,Quality Issue,1191,0.0108,0.0017
1905,2025-07-31,Night,Line B,Product Delta,1168,72,11,71.38,Dimensional Error,Quality Issue,1085,0.0616,0.0094
1906,2025-07-31,Morning,Line C,Product Alpha,1084,50,12,15.8,Coating Defect,Changeover,1022,0.0461,0.0111
1907,2025-07-31,Afternoon,Line C,Product Alpha,1128,40,10,40.36,Surface Defect,Quality Issue,1078,0.0355,0.0089
1908,2025-07-31,Night,Line C,Product Delta,1087,33,3,67.47,Surface Defect,Maintenance,1051,0.0304,0.0028
1909,2025-08-01,Morning,Line A,Product Delta,1490,86,25,47.72,Coating Defect,Changeover,1379,0.0577,0.0168
1910,2025-08-01,Afternoon,Line A,Product Alpha,1534,56,15,43.3,Assembly Error,Quality Issue,1463,0.0365,0.0098
1911,2025-08-01,Night,Line A,Product Delta,1391,77,19,53.67,Coating Defect,Mechanical Failure,1295,0.0554,0.0137
1912,2025-08-01,Morning,Line B,Product Alpha,1276,41,6,18.5,Assembly Error,Mechanical Failure,1229,0.0321,0.0047
1913,2025-08-01,Afternoon,Line B,Product Alpha,1328,34,7,46.5,Coating Defect,Maintenance,1287,0.0256,0.0053
1914,2025-08-01,Night,Line B,Product Beta,1179,39,6,16.72,Surface Defect,Changeover,1134,0.0331,0.0051
1915,2025-08-01,Morning,Line C,Product Delta,1194,10,3,52.52,Surface Defect,Mechanical Failure,1181,0.0084,0.0025
1916,2025-08-01,Afternoon,Line C,Product Delta,1103,29,5,41.0,Assembly Error,Maintenance,1069,0.0263,0.0045
1917,2025-08-01,Night,Line C,Product Beta,1005,17,2,49.07,Assembly Error,Mechanical Failure,986,0.0169,0.002
1918,2025-08-02,Morning,Line A,Product Gamma,1506,33,9,67.47,Assembly Error,Material Shortage,1464,0.0219,0.006
1919,2025-08-02,Afternoon,Line A,Product Delta,1536,84,14,48.69,Surface Defect,Quality Issue,1438,0.0547,0.0091
1920,2025-08-02,Night,Line A,Product Delta,1406,31,5,52.42,Coating Defect,Mechanical Failure,1370,0.022,0.0036
1921,2025-08-02,Morning,Line B,Product Alpha,1319,28,6,29.51,Assembly Error,Changeover,1285,0.0212,0.0045
1922,2025-08-02,Afternoon,Line B,Product Delta,1197,10,1,80.19,Assembly Error,Mechanical Failure,1186,0.0084,0.0008
1923,2025-08-02,Night,Line B,Product Beta,1098,48,10,69.76,Dimensional Error,Material Shortage,1040,0.0437,0.0091
1924,2025-08-02,Morning,Line C,Product Delta,1128,40,10,59.21,Coating Defect,Changeover,1078,0.0355,0.0089
1925,2025-08-02,Afternoon,Line C,Product Delta,1083,16,3,9.34,Surface Defect,,1064,0.0148,0.0028
1926,2025-08-02,Night,Line C,Product Beta,973,27,7,65.67,Assembly Error,Mechanical Failure,939,0.0277,0.0072
1927,2025-08-03,Morning,Line A,Product Gamma,1478,68,11,47.53,Assembly Error,Changeover,1399,0.046,0.0074
1928,2025-08-03,Afternoon,Line A,Product Alpha,1499,29,6,61.0,Coating Defect,Quality Issue,1464,0.0193,0.004
1929,2025-08-03,Night,Line A,Product Delta,1404,79,14,8.85,Coating Defect,,1311,0.0563,0.01
1930,2025-08-03,Morning,Line B,Product Beta,1203,40,8,40.87,Assembly Error,Maintenance,1155,0.0333,0.0067
1931,2025-08-03,Afternoon,Line B,Product Beta,1175,27,4,33.78,Assembly Error,Mechanical Failure,1144,0.023,0.0034
1932,2025-08-03,Night,Line B,Product Delta,1114,44,12,68.65,Dimensional Error,Material Shortage,1058,0.0395,0.0108
1933,2025-08-03,Morning,Line C,Product Alpha,1053,32,5,36.32,Assembly Error,Quality Issue,1016,0.0304,0.0047
1934,2025-08-03,Afternoon,Line C,Product Alpha,1111,44,12,71.41,Coating Defect,Changeover,1055,0.0396,0.0108
1935,2025-08-03,Night,Line C,Product Beta,967,16,2,34.95,Surface Defect,Maintenance,949,0.0165,0.0021
1936,2025-08-04,Morning,Line A,Product Alpha,1553,49,13,19.61,Assembly Error,Quality Issue,1491,0.0316,0.0084
1937,2025-08-04,Afternoon,Line A,Product Alpha,1439,37,9,15.79,Surface Defect,Maintenance,1393,0.0257,0.0063
1938,2025-08-04,Night,Line A,Product Alpha,1317,31,7,24.55,Surface Defect,Maintenance,1279,0.0235,0.0053
1939,2025-08-04,Morning,Line B,Product Alpha,1219,22,4,22.97,Surface Defect,Quality Issue,1193,0.018,0.0033
1940,2025-08-04,Afternoon,Line B,Product Gamma,1305,48,6,39.02,Assembly Error,Material Shortage,1251,0.0368,0.0046
1941,2025-08-04,Night,Line B,Product Gamma,1144,11,3,65.16,Assembly Error,Mechanical Failure,1130,0.0096,0.0026
1942,2025-08-04,Morning,Line C,Product Delta,1210,15,4,75.42,Coating Defect,Maintenance,1191,0.0124,0.0033
1943,2025-08-04,Afternoon,Line C,Product Delta,1157,58,16,79.17,Coating Defect,Mechanical Failure,1083,0.0501,0.0138
1944,2025-08-04,Night,Line C,Product Gamma,1123,40,7,8.68,Surface Defect,,1076,0.0356,0.0062
1945,2025-08-05,Morning,Line A,Product Alpha,1488,93,22,60.75,Dimensional Error,Changeover,1373,0.0625,0.0148
1946,2025-08-05,Afternoon,Line A,Product Gamma,1432,26,6,31.64,Dimensional Error,Mechanical Failure,1400,0.0182,0.0042
1947,2025-08-05,Night,Line A,Product Gamma,1350,66,11,35.35,Coating Defect,Quality Issue,1273,0.0489,0.0081
1948,2025-08-05,Morning,Line B,Product Delta,1290,28,8,43.43,Coating Defect,Material Shortage,1254,0.0217,0.0062
1949,2025-08-05,Afternoon,Line B,Product Alpha,1261,14,3,34.79,Assembly Error,Quality Issue,1244,0.0111,0.0024
1950,2025-08-05,Night,Line B,Product Alpha,1146,10,3,75.72,Surface Defect,Maintenance,1133,0.0087,0.0026
1951,2025-08-05,Morning,Line C,Product Gamma,1203,70,8,15.9,Dimensional Error,Maintenance,1125,0.0582,0.0067
1952,2025-08-05,Afternoon,Line C,Product Delta,1102,25,6,78.85,Assembly Error,Maintenance,1071,0.0227,0.0054
1953,2025-08-05,Night,Line C,Product Beta,966,37,6,46.5,Coating Defect,Quality Issue,923,0.0383,0.0062
1954,2025-08-06,Morning,Line A,Product Gamma,1544,14,4,72.65,Surface Defect,Material Shortage,1526,0.0091,0.0026
1955,2025-08-06,Afternoon,Line A,Product Gamma,1523,16,3,30.66,Assembly Error,Changeover,1504,0.0105,0.002
1956,2025-08-06,Night,Line A,Product Gamma,1370,81,11,74.14,Coating Defect,Material Shortage,1278,0.0591,0.008
1957,2025-08-06,Morning,Line B,Product Beta,1313,58,11,62.45,Surface Defect,Material Shortage,1244,0.0442,0.0084
1958,2025-08-06,Afternoon,Line B,Product Gamma,1249,41,5,59.92,Dimensional Error,Maintenance,1203,0.0328,0.004
1959,2025-08-06,Night,Line B,Product Gamma,1124,31,6,26.45,Assembly Error,Changeover,1087,0.0276,0.0053
1960,2025-08-06,Morning,Line C,Product Alpha,1063,14,2,49.55,Assembly Error,Quality Issue,1047,0.0132,0.0019
1961,2025-08-06,Afternoon,Line C,Product Delta,1165,16,4,17.84,Coating Defect,Mechanical Failure,1145,0.0137,0.0034
1962,2025-08-06,Night,Line C,Product Delta,1113,67,9,36.0,Dimensional Error,Changeover,1037,0.0602,0.0081
1963,2025-08-07,Morning,Line A,Product Delta,1464,85,21,10.55,Surface Defect,,1358,0.0581,0.0143
1964,2025-08-07,Afternoon,Line A,Product Delta,1406,27,4,27.73,Surface Defect,Maintenance,1375,0.0192,0.0028
1965,2025-08-07,Night,Line A,Product Alpha,1435,24,4,60.89,Assembly Error,Quality Issue,1407,0.0167,0.0028
1966,2025-08-07,Morning,Line B,Product Delta,1358,37,10,65.29,Surface Defect,Changeover,1311,0.0272,0.0074
1967,2025-08-07,Afternoon,Line B,Product Delta,1279,55,16,52.54,Assembly Error,Quality Issue,1208,0.043,0.0125
1968,2025-08-07,Night,Line B,Product Delta,1224,65,6,39.36,Coating Defect,Mechanical Failure,1153,0.0531,0.0049
1969,2025-08-07,Morning,Line C,Product Gamma,1154,55,8,15.32,Surface Defect,Maintenance,1091,0.0477,0.0069
1970,2025-08-07,Afternoon,Line C,Product Alpha,1172,37,9,61.85,Surface Defect,Material Shortage,1126,0.0316,0.0077
1971,2025-08-07,Night,Line C,Product Beta,1009,9,1,9.27,Surface Defect,,999,0.0089,0.001
1972,2025-08-08,Morning,Line A,Product Gamma,1563,82,24,16.35,Surface Defect,Quality Issue,1457,0.0525,0.0154
1973,2025-08-08,Afternoon,Line A,Product Delta,1511,49,11,55.94,Coating Defect,Quality Issue,1451,0.0324,0.0073
1974,2025-08-08,Night,Line A,Product Beta,1292,14,1,50.92,Surface Defect,Maintenance,1277,0.0108,0.0008
1975,2025-08-08,Morning,Line B,Product Delta,1348,14,3,28.18,Surface Defect,Changeover,1331,0.0104,0.0022
1976,2025-08-08,Afternoon,Line B,Product Beta,1175,12,2,50.64,Surface Defect,Mechanical Failure,1161,0.0102,0.0017
1977,2025-08-08,Night,Line B,Product Gamma,1089,42,4,72.05,Dimensional Error,Quality Issue,1043,0.0386,0.0037
1978,2025-08-08,Morning,Line C,Product Alpha,1191,54,8,59.16,Coating Defect,Material Shortage,1129,0.0453,0.0067
1979,2025-08-08,Afternoon,Line C,Product Delta,1182,71,8,66.24,Assembly Error,Changeover,1103,0.0601,0.0068
1980,2025-08-08,Night,Line C,Product Delta,1063,38,8,58.15,Dimensional Error,Changeover,1017,0.0357,0.0075
1981,2025-08-09,Morning,Line A,Product Beta,1422,56,13,37.22,Assembly Error,Changeover,1353,0.0394,0.0091
1982,2025-08-09,Afternoon,Line A,Product Beta,1516,71,21,51.61,Surface Defect,Material Shortage,1424,0.0468,0.0139
1983,2025-08-09,Night,Line A,Product Delta,1436,70,18,64.08,Coating Defect,Mechanical Failure,1348,0.0487,0.0125
1984,2025-08-09,Morning,Line B,Product Delta,1313,39,7,75.25,Assembly Error,Material Shortage,1267,0.0297,0.0053
1985,2025-08-09,Afternoon,Line B,Product Gamma,1301,71,21,66.55,Coating Defect,Material Shortage,1209,0.0546,0.0161
1986,2025-08-09,Night,Line B,Product Delta,1170,44,9,79.76,Assembly Error,Mechanical Failure,1117,0.0376,0.0077
1987,2025-08-09,Morning,Line C,Product Gamma,1094,38,11,48.8,Surface Defect,Quality Issue,1045,0.0347,0.0101
1988,2025-08-09,Afternoon,Line C,Product Alpha,1064,38,11,42.09,Surface Defect,Quality Issue,1015,0.0357,0.0103
1989,2025-08-09,Night,Line C,Product Alpha,1005,21,6,65.79,Surface Defect,Changeover,978,0.0209,0.006
1990,2025-08-10,Morning,Line A,Product Beta,1453,76,15,52.68,Dimensional Error,Maintenance,1362,0.0523,0.0103
1991,2025-08-10,Afternoon,Line A,Product Gamma,1377,55,16,38.42,Dimensional Error,Maintenance,1306,0.0399,0.0116
1992,2025-08-10,Night,Line A,Product Delta,1294,19,4,15.17,Assembly Error,Quality Issue,1271,0.0147,0.0031
1993,2025-08-10,Morning,Line B,Product Beta,1265,50,9,41.43,Surface Defect,Material Shortage,1206,0.0395,0.0071
1994,2025-08-10,Afternoon,Line B,Product Delta,1208,32,9,69.0,Coating Defect,Mechanical Failure,1167,0.0265,0.0075
1995,2025-08-10,Night,Line B,Product Beta,1223,37,10,10.4,Dimensional Error,,1176,0.0303,0.0082
1996,2025-08-10,Morning,Line C,Product Gamma,1170,21,4,19.43,Surface Defect,Material Shortage,1145,0.0179,0.0034
1997,2025-08-10,Afternoon,Line C,Product Gamma,1034,14,2,37.77,Assembly Error,Quality Issue,1018,0.0135,0.0019
1998,2025-08-10,Night,Line C,Product Beta,1018,23,6,41.3,Surface Defect,Maintenance,989,0.0226,0.0059
1999,2025-08-11,Morning,Line A,Product Gamma,1516,78,21,17.59,Surface Defect,Maintenance,1417,0.0515,0.0139
2000,2025-08-11,Afternoon,Line A,Product Alpha,1476,32,8,81.23,Coating Defect,Mechanical Failure,1436,0.0217,0.0054
2001,2025-08-11,Night,Line A,Product Beta,1440,47,10,27.66,Dimensional Error,Quality Issue,1383,0.0326,0.0069
2002,2025-08-11,Morning,Line B,Product Beta,1372,44,5,54.29,Assembly Error,Changeover,1323,0.0321,0.0036
2003,2025-08-11,Afternoon,Line B,Product Delta,1201,14,4,47.52,Dimensional Error,Changeover,1183,0.0117,0.0033
2004,2025-08-11,Night,Line B,Product Delta,1193,64,11,34.78,Dimensional Error,Maintenance,1118,0.0536,0.0092
2005,2025-08-11,Morning,Line C,Product Gamma,1131,51,4,37.63,Assembly Error,Quality Issue,1076,0.0451,0.0035
2006,2025-08-11,Afternoon,Line C,Product Gamma,1045,21,5,69.31,Dimensional Error,Quality Issue,1019,0.0201,0.0048
2007,2025-08-11,Night,Line C,Product Alpha,1086,14,3,29.3,Coating Defect,Maintenance,1069,0.0129,0.0028
2008,2025-08-12,Morning,Line A,Product Alpha,1568,97,11,47.76,Assembly Error,Material Shortage,1460,0.0619,0.007
2009,2025-08-12,Afternoon,Line A,Product Beta,1434,38,10,76.62,Dimensional Error,Mechanical Failure,1386,0.0265,0.007
2010,2025-08-12,Night,Line A,Product Alpha,1386,53,10,39.58,Dimensional Error,Mechanical Failure,1323,0.0382,0.0072
2011,2025-08-12,Morning,Line B,Product Alpha,1309,41,7,10.37,Surface Defect,,1261,0.0313,0.0053
2012,2025-08-12,Afternoon,Line B,Product Gamma,1308,45,12,32.48,Surface Defect,Maintenance,1251,0.0344,0.0092
2013,2025-08-12,Night,Line B,Product Alpha,1144,47,11,60.88,Surface Defect,Material Shortage,1086,0.0411,0.0096
2014,2025-08-12,Morning,Line C,Product Beta,1051,15,3,72.57,Surface Defect,Material Shortage,1033,0.0143,0.0029
2015,2025-08-12,Afternoon,Line C,Product Delta,1179,37,7,23.56,Assembly Error,Mechanical Failure,1135,0.0314,0.0059
2016,2025-08-12,Night,Line C,Product Delta,1082,11,3,60.15,Dimensional Error,Changeover,1068,0.0102,0.0028
2017,2025-08-13,Morning,Line A,Product Gamma,1580,18,4,59.65,Assembly Error,Material Shortage,1558,0.0114,0.0025
2018,2025-08-13,Afternoon,Line A,Product Gamma,1418,45,4,43.8,Surface Defect,Quality Issue,1369,0.0317,0.0028
2019,2025-08-13,Night,Line A,Product Beta,1391,80,8,8.27,Dimensional Error,,1303,0.0575,0.0058
2020,2025-08-13,Morning,Line B,Product Beta,1220,70,15,78.91,Surface Defect,Changeover,1135,0.0574,0.0123
2021,2025-08-13,Afternoon,Line B,Product Gamma,1250,76,13,25.17,Dimensional Error,Mechanical Failure,1161,0.0608,0.0104
2022,2025-08-13,Night,Line B,Product Beta,1088,51,6,23.46,Coating Defect,Maintenance,1031,0.0469,0.0055
2023,2025-08-13,Morning,Line C,Product Alpha,1133,49,5,54.93,Coating Defect,Maintenance,1079,0.0432,0.0044
2024,2025-08-13,Afternoon,Line C,Product Beta,1041,30,4,8.69,Surface Defect,,1007,0.0288,0.0038
2025,2025-08-13,Night,Line C,Product Alpha,974,58,11,41.74,Assembly Error,Mechanical Failure,905,0.0595,0.0113
2026,2025-08-14,Morning,Line A,Product Gamma,1500,75,21,66.99,Dimensional Error,Changeover,1404,0.05,0.014
2027,2025-08-14,Afternoon,Line A,Product Delta,1482,40,6,70.23,Surface Defect,Changeover,1436,0.027,0.004
2028,2025-08-14,Night,Line A,Product Delta,1306,42,7,36.59,Surface Defect,Material Shortage,1257,0.0322,0.0054
2029,2025-08-14,Morning,Line B,Product Delta,1310,67,11,39.1,Coating Defect,Maintenance,1232,0.0511,0.0084
2030,2025-08-14,Afternoon,Line B,Product Alpha,1267,62,14,40.39,Coating Defect,Changeover,1191,0.0489,0.011
2031,2025-08-14,Night,Line B,Product Alpha,1195,67,13,29.71,Assembly Error,Changeover,1115,0.0561,0.0109
2032,2025-08-14,Morning,Line C,Product Gamma,1162,25,7,35.52,Surface Defect,Quality Issue,1130,0.0215,0.006
2033,2025-08-14,Afternoon,Line C,Product Gamma,1050,54,5,45.06,Dimensional Error,Material Shortage,991,0.0514,0.0048
2034,2025-08-14,Night,Line C,Product Gamma,1116,22,3,39.1,Assembly Error,Maintenance,1091,0.0197,0.0027
2035,2025-08-15,Morning,Line A,Product Delta,1434,77,18,78.05,Assembly Error,Quality Issue,1339,0.0537,0.0126
2036,2025-08-15,Afternoon,Line A,Product Alpha,1501,72,11,71.29,Dimensional Error,Changeover,1418,0.048,0.0073
2037,2025-08-15,Night,Line A,Product Alpha,1427,22,5,76.97,Surface Defect,Material Shortage,1400,0.0154,0.0035
2038,2025-08-15,Morning,Line B,Product Delta,1322,29,8,55.56,Surface Defect,Quality Issue,1285,0.0219,0.0061
2039,2025-08-15,Afternoon,Line B,Product Delta,1289,67,17,60.77,Assembly Error,Quality Issue,1205,0.052,0.0132
2040,2025-08-15,Night,Line B,Product Alpha,1234,11,2,13.67,Surface Defect,,1221,0.0089,0.0016
2041,2025-08-15,Morning,Line C,Product Gamma,1216,75,11,72.37,Surface Defect,Maintenance,1130,0.0617,0.009
2042,2025-08-15,Afternoon,Line C,Product Gamma,1167,18,4,45.61,Coating Defect,Material Shortage,1145,0.0154,0.0034
2043,2025-08-15,Night,Line C,Product Beta,1102,29,5,44.86,Coating Defect,Material Shortage,1068,0.0263,0.0045
2044,2025-08-16,Morning,Line A,Product Beta,1433,66,11,17.64,Dimensional Error,Quality Issue,1356,0.0461,0.0077
2045,2025-08-16,Afternoon,Line A,Product Delta,1407,20,4,58.12,Surface Defect,Mechanical Failure,1383,0.0142,0.0028
2046,2025-08-16,Night,Line A,Product Gamma,1425,29,6,46.5,Coating Defect,Mechanical Failure,1390,0.0204,0.0042
2047,2025-08-16,Morning,Line B,Product Beta,1298,64,15,37.21,Assembly Error,Material Shortage,1219,0.0493,0.0116
2048,2025-08-16,Afternoon,Line B,Product Alpha,1206,71,17,50.06,Assembly Error,Changeover,1118,0.0589,0.0141
2049,2025-08-16,Night,Line B,Product Gamma,1160,47,5,52.78,Dimensional Error,Material Shortage,1108,0.0405,0.0043
2050,2025-08-16,Morning,Line C,Product Gamma,1062,48,5,23.8,Assembly Error,Mechanical Failure,1009,0.0452,0.0047
2051,2025-08-16,Afternoon,Line C,Product Gamma,1069,28,8,81.66,Surface Defect,Maintenance,1033,0.0262,0.0075
2052,2025-08-16,Night,Line C,Product Delta,1007,33,4,16.26,Coating Defect,Changeover,970,0.0328,0.004
2053,2025-08-17,Morning,Line A,Product Alpha,1469,31,3,23.87,Coating Defect,Maintenance,1435,0.0211,0.002
2054,2025-08-17,Afternoon,Line A,Product Gamma,1407,88,23,51.19,Assembly Error,Changeover,1296,0.0625,0.0163
2055,2025-08-17,Night,Line A,Product Gamma,1288,53,13,71.46,Dimensional Error,Maintenance,1222,0.0411,0.0101
2056,2025-08-17,Morning,Line B,Product Beta,1218,63,15,14.95,Surface Defect,,1140,0.0517,0.0123
2057,2025-08-17,Afternoon,Line B,Product Delta,1325,82,10,38.9,Surface Defect,Material Shortage,1233,0.0619,0.0075
2058,2025-08-17,Night,Line B,Product Alpha,1200,21,2,30.06,Coating Defect,Material Shortage,1177,0.0175,0.0017
2059,2025-08-17,Morning,Line C,Product Beta,1137,63,6,11.92,Dimensional Error,,1068,0.0554,0.0053
2060,2025-08-17,Afternoon,Line C,Product Alpha,1145,69,13,22.27,Surface Defect,Material Shortage,1063,0.0603,0.0114
2061,2025-08-17,Night,Line C,Product Gamma,972,48,7,36.06,Surface Defect,Mechanical Failure,917,0.0494,0.0072
2062,2025-08-18,Morning,Line A,Product Delta,1441,22,3,40.29,Coating Defect,Changeover,1416,0.0153,0.0021
2063,2025-08-18,Afternoon,Line A,Product Alpha,1452,22,7,38.18,Surface Defect,Changeover,1423,0.0152,0.0048
2064,2025-08-18,Night,Line A,Product Alpha,1410,54,10,60.34,Coating Defect,Quality Issue,1346,0.0383,0.0071
2065,2025-08-18,Morning,Line B,Product Beta,1336,18,2,61.32,Assembly Error,Quality Issue,1316,0.0135,0.0015
2066,2025-08-18,Afternoon,Line B,Product Alpha,1184,34,6,56.23,Surface Defect,Quality Issue,1144,0.0287,0.0051
2067,2025-08-18,Night,Line B,Product Gamma,1213,49,14,65.57,Surface Defect,Quality Issue,1150,0.0404,0.0115
2068,2025-08-18,Morning,Line C,Product Gamma,1187,30,6,33.81,Coating Defect,Material Shortage,1151,0.0253,0.0051
2069,2025-08-18,Afternoon,Line C,Product Beta,1125,69,13,65.09,Coating Defect,Mechanical Failure,1043,0.0613,0.0116
2070,2025-08-18,Night,Line C,Product Alpha,1005,35,5,14.28,Dimensional Error,,965,0.0348,0.005
2071,2025-08-19,Morning,Line A,Product Gamma,1581,47,4,27.14,Coating Defect,Changeover,1530,0.0297,0.0025
2072,2025-08-19,Afternoon,Line A,Product Delta,1420,27,6,77.17,Assembly Error,Material Shortage,1387,0.019,0.0042
2073,2025-08-19,Night,Line A,Product Alpha,1340,64,17,33.95,Coating Defect,Mechanical Failure,1259,0.0478,0.0127
2074,2025-08-19,Morning,Line B,Product Gamma,1335,49,13,72.85,Coating Defect,Changeover,1273,0.0367,0.0097
2075,2025-08-19,Afternoon,Line B,Product Alpha,1260,31,5,39.05,Surface Defect,Changeover,1224,0.0246,0.004
2076,2025-08-19,Night,Line B,Product Gamma,1147,38,5,78.24,Dimensional Error,Changeover,1104,0.0331,0.0044
2077,2025-08-19,Morning,Line C,Product Alpha,1217,40,10,58.44,Dimensional Error,Changeover,1167,0.0329,0.0082
2078,2025-08-19,Afternoon,Line C,Product Delta,1136,28,7,14.21,Coating Defect,,1101,0.0246,0.0062
2079,2025-08-19,Night,Line C,Product Alpha,1014,42,9,60.82,Coating Defect,Quality Issue,963,0.0414,0.0089
2080,2025-08-20,Morning,Line A,Product Delta,1543,72,9,56.98,Assembly Error,Changeover,1462,0.0467,0.0058
2081,2025-08-20,Afternoon,Line A,Product Gamma,1379,15,3,61.4,Dimensional Error,Material Shortage,1361,0.0109,0.0022
2082,2025-08-20,Night,Line A,Product Gamma,1437,90,11,30.65,Dimensional Error,Material Shortage,1336,0.0626,0.0077
2083,2025-08-20,Morning,Line B,Product Delta,1210,32,4,44.47,Surface Defect,Changeover,1174,0.0264,0.0033
2084,2025-08-20,Afternoon,Line B,Product Alpha,1241,29,3,76.08,Assembly Error,Maintenance,1209,0.0234,0.0024
2085,2025-08-20,Night,Line B,Product Beta,1147,62,8,48.7,Assembly Error,Material Shortage,1077,0.0541,0.007
2086,2025-08-20,Morning,Line C,Product Gamma,1163,50,11,49.6,Coating Defect,Quality Issue,1102,0.043,0.0095
2087,2025-08-20,Afternoon,Line C,Product Alpha,1035,33,6,33.12,Surface Defect,Mechanical Failure,996,0.0319,0.0058
2088,2025-08-20,Night,Line C,Product Beta,983,46,12,17.98,Assembly Error,Maintenance,925,0.0468,0.0122
2089,2025-08-21,Morning,Line A,Product Gamma,1534,53,13,76.08,Dimensional Error,Maintenance,1468,0.0346,0.0085
2090,2025-08-21,Afternoon,Line A,Product Gamma,1388,53,7,82.17,Dimensional Error,Mechanical Failure,1328,0.0382,0.005
2091,2025-08-21,Night,Line A,Product Delta,1374,42,6,35.92,Surface Defect,Material Shortage,1326,0.0306,0.0044
2092,2025-08-21,Morning,Line B,Product Delta,1335,22,3,34.28,Assembly Error,Mechanical Failure,1310,0.0165,0.0022
2093,2025-08-21,Afternoon,Line B,Product Beta,1214,53,16,58.53,Surface Defect,Maintenance,1145,0.0437,0.0132
2094,2025-08-21,Night,Line B,Product Beta,1144,60,8,42.49,Coating Defect,Mechanical Failure,1076,0.0524,0.007
2095,2025-08-21,Morning,Line C,Product Delta,1111,12,2,57.12,Assembly Error,Mechanical Failure,1097,0.0108,0.0018
2096,2025-08-21,Afternoon,Line C,Product Delta,1163,48,13,17.87,Surface Defect,Maintenance,1102,0.0413,0.0112
2097,2025-08-21,Night,Line C,Product Delta,1060,49,6,72.67,Assembly Error,Mechanical Failure,1005,0.0462,0.0057
2098,2025-08-22,Morning,Line A,Product Beta,1418,23,6,82.78,Assembly Error,Changeover,1389,0.0162,0.0042
2099,2025-08-22,Afternoon,Line A,Product Alpha,1395,74,17,78.25,Dimensional Error,Changeover,1304,0.053,0.0122
2100,2025-08-22,Night,Line A,Product Alpha,1449,74,21,29.35,Dimensional Error,Maintenance,1354,0.0511,0.0145
2101,2025-08-22,Morning,Line B,Product Delta,1329,70,13,34.84,Dimensional Error,Maintenance,1246,0.0527,0.0098
2102,2025-08-22,Afternoon,Line B,Product Delta,1188,41,8,41.19,Assembly Error,Quality Issue,1139,0.0345,0.0067
2103,2025-08-22,Night,Line B,Product Delta,1119,38,4,69.22,Assembly Error,Quality Issue,1077,0.034,0.0036
2104,2025-08-22,Morning,Line C,Product Alpha,1128,45,9,49.29,Dimensional Error,Quality Issue,1074,0.0399,0.008
2105,2025-08-22,Afternoon,Line C,Product Delta,1078,19,3,19.02,Assembly Error,Material Shortage,1056,0.0176,0.0028
2106,2025-08-22,Night,Line C,Product Delta,1121,15,3,15.04,Surface Defect,Maintenance,1103,0.0134,0.0027
2107,2025-08-23,Morning,Line A,Product Beta,1509,39,9,54.97,Surface Defect,Material Shortage,1461,0.0258,0.006
2108,2025-08-23,Afternoon,Line A,Product Alpha,1366,69,9,53.81,Dimensional Error,Changeover,1288,0.0505,0.0066
2109,2025-08-23,Night,Line A,Product Gamma,1337,12,3,13.49,Coating Defect,,1322,0.009,0.0022
2110,2025-08-23,Morning,Line B,Product Delta,1335,21,5,38.78,Surface Defect,Material Shortage,1309,0.0157,0.0037
2111,2025-08-23,Afternoon,Line B,Product Gamma,1200,61,7,12.38,Coating Defect,,1132,0.0508,0.0058
2112,2025-08-23,Night,Line B,Product Gamma,1106,44,5,44.53,Assembly Error,Mechanical Failure,1057,0.0398,0.0045
2113,2025-08-23,Morning,Line C,Product Alpha,1142,25,4,30.54,Dimensional Error,Changeover,1113,0.0219,0.0035
2114,2025-08-23,Afternoon,Line C,Product Beta,1021,32,6,75.56,Surface Defect,Mechanical Failure,983,0.0313,0.0059
2115,2025-08-23,Night,Line C,Product Delta,1048,19,3,16.92,Coating Defect,Maintenance,1026,0.0181,0.0029
