record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason
1781,2025-07-17,Afternoon,Line C,Product Delta,1045,50,12,51.72,Surface Defect,Mechanical Failure
1782,2025-07-17,Night,Line C,Product Delta,983,33,4,26.51,Assembly Error,Changeover
1783,2025-07-18,Morning,Line A,Product Beta,1420,56,13,65.99,Coating Defect,Maintenance
1784,2025-07-18,Afternoon,Line A,Product Alpha,1512,87,10,8.61,Coating Defect,None
1785,2025-07-18,Night,Line A,Product Gamma,1285,19,5,67.51,Surface Defect,Changeover
1786,2025-07-18,Morning,Line B,Product Alpha,1303,67,8,41.11,Dimensional Error,Maintenance
1787,2025-07-18,Afternoon,Line B,Product Delta,1175,69,7,76.22,Assembly Error,Maintenance
1788,2025-07-18,Night,Line B,Product Alpha,1105,16,5,19.46,Coating Defect,Mechanical Failure
1789,2025-07-18,Morning,Line C,Product Delta,1048,20,6,33.51,Assembly Error,Material Shortage
1790,2025-07-18,Afternoon,Line C,Product Gamma,1028,44,13,32.04,Surface Defect,Changeover
1791,2025-07-18,Night,Line C,Product Delta,1053,38,9,12.17,Surface Defect,None
1792,2025-07-19,Morning,Line A,Product Beta,1444,54,6,76.57,Coating Defect,Changeover
1793,2025-07-19,Afternoon,Line A,Product Gamma,1469,69,12,17.62,Coating Defect,Mechanical Failure
1794,2025-07-19,Night,Line A,Product Delta,1429,38,11,81.34,Coating Defect,Mechanical Failure
1795,2025-07-19,Morning,Line B,Product Delta,1292,66,11,79.13,Coating Defect,Mechanical Failure
1796,2025-07-19,Afternoon,Line B,Product Delta,1209,67,7,70.32,Assembly Error,Material Shortage
1797,2025-07-19,Night,Line B,Product Alpha,1185,60,8,78.33,Coating Defect,Material Shortage
1798,2025-07-19,Morning,Line C,Product Delta,1145,31,3,46.71,Assembly Error,Maintenance
1799,2025-07-19,Afternoon,Line C,Product Gamma,1122,25,5,67.12,Coating Defect,Changeover
1800,2025-07-19,Night,Line C,Product Alpha,945,56,15,81.12,Coating Defect,Material Shortage
1801,2025-07-20,Morning,Line A,Product Beta,1439,90,13,47.88,Coating Defect,Maintenance
1802,2025-07-20,Afternoon,Line A,Product Delta,1405,84,25,21.44,Surface Defect,Mechanical Failure
1803,2025-07-20,Night,Line A,Product Alpha,1277,63,13,81.91,Surface Defect,Changeover
1804,2025-07-20,Morning,Line B,Product Alpha,1200,38,6,18.4,Assembly Error,Mechanical Failure
1805,2025-07-20,Afternoon,Line B,Product Delta,1201,54,13,10.28,Assembly Error,None
1806,2025-07-20,Night,Line B,Product Delta,1208,43,6,18.41,Coating Defect,Maintenance
1807,2025-07-20,Morning,Line C,Product Alpha,1149,71,20,44.93,Coating Defect,Mechanical Failure
1808,2025-07-20,Afternoon,Line C,Product Gamma,1081,52,8,15.48,Coating Defect,Material Shortage
1809,2025-07-20,Night,Line C,Product Beta,1007,33,7,15.78,Surface Defect,Quality Issue
1810,2025-07-21,Morning,Line A,Product Beta,1454,23,5,56.84,Surface Defect,Material Shortage
1811,2025-07-21,Afternoon,Line A,Product Alpha,1387,59,9,57.39,Coating Defect,Changeover
1812,2025-07-21,Night,Line A,Product Gamma,1412,44,11,82.12,Coating Defect,Maintenance
1813,2025-07-21,Morning,Line B,Product Beta,1310,69,14,11.02,Dimensional Error,None
1814,2025-07-21,Afternoon,Line B,Product Alpha,1312,64,6,56.14,Dimensional Error,Maintenance
1815,2025-07-21,Night,Line B,Product Delta,1201,37,5,72.19,Assembly Error,Mechanical Failure
1816,2025-07-21,Morning,Line C,Product Gamma,1199,68,17,38.08,Assembly Error,Maintenance
1817,2025-07-21,Afternoon,Line C,Product Gamma,1120,21,2,81.1,Surface Defect,Material Shortage
1818,2025-07-21,Night,Line C,Product Delta,1123,15,4,63.4,Surface Defect,Material Shortage
1819,2025-07-22,Morning,Line A,Product Gamma,1473,72,21,54.03,Surface Defect,Changeover
1820,2025-07-22,Afternoon,Line A,Product Gamma,1445,46,7,57.26,Dimensional Error,Quality Issue
1821,2025-07-22,Night,Line A,Product Delta,1438,55,16,26.44,Surface Defect,Changeover
1822,2025-07-22,Morning,Line B,Product Alpha,1376,71,16,18.67,Coating Defect,Material Shortage
1823,2025-07-22,Afternoon,Line B,Product Gamma,1174,23,2,26.68,Assembly Error,Quality Issue
1824,2025-07-22,Night,Line B,Product Beta,1138,32,8,59.04,Assembly Error,Changeover
1825,2025-07-22,Morning,Line C,Product Alpha,1199,44,11,24.89,Assembly Error,Mechanical Failure
1826,2025-07-22,Afternoon,Line C,Product Beta,1139,30,8,22.3,Coating Defect,Maintenance
1827,2025-07-22,Night,Line C,Product Delta,1093,48,13,69.08,Coating Defect,Mechanical Failure
1828,2025-07-23,Morning,Line A,Product Delta,1514,95,19,46.14,Surface Defect,Material Shortage
1829,2025-07-23,Afternoon,Line A,Product Gamma,1378,73,9,44.11,Surface Defect,Maintenance
1830,2025-07-23,Night,Line A,Product Gamma,1365,78,7,70.43,Surface Defect,Quality Issue
1831,2025-07-23,Morning,Line B,Product Beta,1351,17,2,75.46,Surface Defect,Mechanical Failure
1832,2025-07-23,Afternoon,Line B,Product Beta,1223,30,5,74.66,Assembly Error,Material Shortage
1833,2025-07-23,Night,Line B,Product Beta,1245,18,3,25.24,Surface Defect,Quality Issue
1834,2025-07-23,Morning,Line C,Product Alpha,1136,61,15,66.53,Assembly Error,Material Shortage
1835,2025-07-23,Afternoon,Line C,Product Beta,1058,32,4,72.09,Surface Defect,Mechanical Failure
1836,2025-07-23,Night,Line C,Product Gamma,1024,51,6,73.15,Coating Defect,Changeover
1837,2025-07-24,Morning,Line A,Product Alpha,1525,32,3,47.36,Dimensional Error,Quality Issue
1838,2025-07-24,Afternoon,Line A,Product Beta,1488,41,6,39.6,Coating Defect,Material Shortage
1839,2025-07-24,Night,Line A,Product Delta,1281,35,3,46.25,Coating Defect,Material Shortage
1840,2025-07-24,Morning,Line B,Product Alpha,1291,16,2,41.19,Assembly Error,Material Shortage
1841,2025-07-24,Afternoon,Line B,Product Beta,1180,51,9,61.92,Assembly Error,Mechanical Failure
1842,2025-07-24,Night,Line B,Product Alpha,1149,24,6,75.56,Assembly Error,Changeover
1843,2025-07-24,Morning,Line C,Product Gamma,1117,56,12,82.74,Surface Defect,Quality Issue
1844,2025-07-24,Afternoon,Line C,Product Gamma,1035,25,3,68.47,Coating Defect,Mechanical Failure
1845,2025-07-24,Night,Line C,Product Gamma,1070,37,11,39.7,Dimensional Error,Maintenance
1846,2025-07-25,Morning,Line A,Product Alpha,1544,80,13,12.35,Assembly Error,None
1847,2025-07-25,Afternoon,Line A,Product Gamma,1538,14,4,42.12,Dimensional Error,Material Shortage
1848,2025-07-25,Night,Line A,Product Alpha,1306,35,6,11.1,Assembly Error,None
1849,2025-07-25,Morning,Line B,Product Gamma,1374,24,6,19.86,Dimensional Error,Maintenance
1850,2025-07-25,Afternoon,Line B,Product Alpha,1212,15,4,66.92,Surface Defect,Quality Issue
1851,2025-07-25,Night,Line B,Product Delta,1246,53,11,32.23,Dimensional Error,Mechanical Failure
1852,2025-07-25,Morning,Line C,Product Beta,1057,59,7,11.02,Surface Defect,None
1853,2025-07-25,Afternoon,Line C,Product Gamma,1163,27,7,16.04,Coating Defect,Changeover
1854,2025-07-25,Night,Line C,Product Alpha,1124,26,6,59.26,Assembly Error,Material Shortage
1855,2025-07-26,Morning,Line A,Product Beta,1518,80,12,73.97,Dimensional Error,Changeover
1856,2025-07-26,Afternoon,Line A,Product Alpha,1482,26,7,50.95,Coating Defect,Quality Issue
1857,2025-07-26,Night,Line A,Product Alpha,1303,23,2,48.79,Coating Defect,Changeover
1858,2025-07-26,Morning,Line B,Product Delta,1319,81,7,58.92,Dimensional Error,Material Shortage
1859,2025-07-26,Afternoon,Line B,Product Alpha,1214,40,11,43.1,Coating Defect,Material Shortage
1860,2025-07-26,Night,Line B,Product Beta,1131,16,2,49.12,Surface Defect,Mechanical Failure
1861,2025-07-26,Morning,Line C,Product Alpha,1141,52,7,64.99,Assembly Error,Maintenance
1862,2025-07-26,Afternoon,Line C,Product Alpha,1102,23,6,19.27,Assembly Error,Quality Issue
1863,2025-07-26,Night,Line C,Product Alpha,1015,56,14,20.72,Surface Defect,Material Shortage
1864,2025-07-27,Morning,Line A,Product Beta,1483,29,6,70.87,Coating Defect,Quality Issue
1865,2025-07-27,Afternoon,Line A,Product Beta,1439,82,15,73,Coating Defect,Material Shortage
1866,2025-07-27,Night,Line A,Product Gamma,1331,30,7,39.77,Assembly Error,Material Shortage
1867,2025-07-27,Morning,Line B,Product Beta,1318,23,3,36.85,Coating Defect,Mechanical Failure
1868,2025-07-27,Afternoon,Line B,Product Alpha,1303,14,4,35.13,Dimensional Error,Quality Issue
1869,2025-07-27,Night,Line B,Product Beta,1201,72,10,35.2,Dimensional Error,Maintenance
1870,2025-07-27,Morning,Line C,Product Delta,1142,13,2,62.42,Surface Defect,Quality Issue
1871,2025-07-27,Afternoon,Line C,Product Gamma,1100,26,4,77.2,Assembly Error,Mechanical Failure
1872,2025-07-27,Night,Line C,Product Gamma,981,62,15,75.26,Coating Defect,Mechanical Failure
1873,2025-07-28,Morning,Line A,Product Gamma,1433,61,16,76.21,Assembly Error,Material Shortage
1874,2025-07-28,Afternoon,Line A,Product Delta,1537,16,4,31.54,Surface Defect,Maintenance
1875,2025-07-28,Night,Line A,Product Delta,1424,75,7,52.91,Coating Defect,Maintenance
1876,2025-07-28,Morning,Line B,Product Gamma,1306,19,5,25.74,Surface Defect,Changeover
1877,2025-07-28,Afternoon,Line B,Product Gamma,1205,50,5,20.47,Surface Defect,Quality Issue
1878,2025-07-28,Night,Line B,Product Beta,1261,78,16,73.44,Dimensional Error,Mechanical Failure
1879,2025-07-28,Morning,Line C,Product Alpha,1154,62,11,8.5,Coating Defect,None
1880,2025-07-28,Afternoon,Line C,Product Beta,1014,63,11,15.99,Surface Defect,Changeover
1881,2025-07-28,Night,Line C,Product Alpha,1003,17,3,59.39,Assembly Error,Quality Issue
1882,2025-07-29,Morning,Line A,Product Beta,1514,37,7,64.02,Coating Defect,Maintenance
1883,2025-07-29,Afternoon,Line A,Product Alpha,1449,49,7,51.41,Surface Defect,Changeover
1884,2025-07-29,Night,Line A,Product Alpha,1292,31,3,50.12,Surface Defect,Quality Issue
1885,2025-07-29,Morning,Line B,Product Beta,1289,17,4,38.44,Coating Defect,Material Shortage
1886,2025-07-29,Afternoon,Line B,Product Alpha,1171,23,3,18.62,Surface Defect,Maintenance
1887,2025-07-29,Night,Line B,Product Delta,1232,21,5,40.08,Coating Defect,Quality Issue
1888,2025-07-29,Morning,Line C,Product Beta,1152,55,8,12.24,Assembly Error,None
1889,2025-07-29,Afternoon,Line C,Product Gamma,1176,68,8,54.67,Assembly Error,Material Shortage
1890,2025-07-29,Night,Line C,Product Alpha,989,40,8,81.5,Surface Defect,Mechanical Failure
1891,2025-07-30,Morning,Line A,Product Gamma,1434,22,2,41.34,Assembly Error,Mechanical Failure
1892,2025-07-30,Afternoon,Line A,Product Delta,1385,41,8,58.16,Coating Defect,Material Shortage
1893,2025-07-30,Night,Line A,Product Delta,1378,23,5,76.32,Surface Defect,Mechanical Failure
1894,2025-07-30,Morning,Line B,Product Gamma,1309,16,2,76.12,Dimensional Error,Quality Issue
1895,2025-07-30,Afternoon,Line B,Product Beta,1276,44,9,79.11,Surface Defect,Mechanical Failure
1896,2025-07-30,Night,Line B,Product Beta,1254,73,7,70.93,Dimensional Error,Changeover
1897,2025-07-30,Morning,Line C,Product Gamma,1139,39,11,60.35,Dimensional Error,Changeover
1898,2025-07-30,Afternoon,Line C,Product Delta,1039,26,8,47.21,Coating Defect,Quality Issue
1899,2025-07-30,Night,Line C,Product Gamma,1091,49,15,29.41,Assembly Error,Mechanical Failure
1900,2025-07-31,Morning,Line A,Product Beta,1517,46,10,79.9,Assembly Error,Material Shortage
1901,2025-07-31,Afternoon,Line A,Product Alpha,1431,66,19,33.61,Surface Defect,Maintenance
1902,2025-07-31,Night,Line A,Product Alpha,1361,62,18,8.24,Surface Defect,None
1903,2025-07-31,Morning,Line B,Product Beta,1201,14,3,30.16,Surface Defect,Changeover
1904,2025-07-31,Afternoon,Line B,Product Gamma,1206,13,2,53.53,Dimensional Error,Quality Issue
1905,2025-07-31,Night,Line B,Product Delta,1168,72,11,71.38,Dimensional Error,Quality Issue
1906,2025-07-31,Morning,Line C,Product Alpha,1084,50,12,15.8,Coating Defect,Changeover
1907,2025-07-31,Afternoon,Line C,Product Alpha,1128,40,10,40.36,Surface Defect,Quality Issue
1908,2025-07-31,Night,Line C,Product Delta,1087,33,3,67.47,Surface Defect,Maintenance
1909,2025-08-01,Morning,Line A,Product Delta,1490,86,25,47.72,Coating Defect,Changeover
1910,2025-08-01,Afternoon,Line A,Product Alpha,1534,56,15,43.3,Assembly Error,Quality Issue
1911,2025-08-01,Night,Line A,Product Delta,1391,77,19,53.67,Coating Defect,Mechanical Failure
1912,2025-08-01,Morning,Line B,Product Alpha,1276,41,6,18.5,Assembly Error,Mechanical Failure
1913,2025-08-01,Afternoon,Line B,Product Alpha,1328,34,7,46.5,Coating Defect,Maintenance
1914,2025-08-01,Night,Line B,Product Beta,1179,39,6,16.72,Surface Defect,Changeover
1915,2025-08-01,Morning,Line C,Product Delta,1194,10,3,52.52,Surface Defect,Mechanical Failure
1916,2025-08-01,Afternoon,Line C,Product Delta,1103,29,5,41,Assembly Error,Maintenance
1917,2025-08-01,Night,Line C,Product Beta,1005,17,2,49.07,Assembly Error,Mechanical Failure
1918,2025-08-02,Morning,Line A,Product Gamma,1506,33,9,67.47,Assembly Error,Material Shortage
1919,2025-08-02,Afternoon,Line A,Product Delta,1536,84,14,48.69,Surface Defect,Quality Issue
1920,2025-08-02,Night,Line A,Product Delta,1406,31,5,52.42,Coating Defect,Mechanical Failure
1921,2025-08-02,Morning,Line B,Product Alpha,1319,28,6,29.51,Assembly Error,Changeover
1922,2025-08-02,Afternoon,Line B,Product Delta,1197,10,1,80.19,Assembly Error,Mechanical Failure
1923,2025-08-02,Night,Line B,Product Beta,1098,48,10,69.76,Dimensional Error,Material Shortage
1924,2025-08-02,Morning,Line C,Product Delta,1128,40,10,59.21,Coating Defect,Changeover
1925,2025-08-02,Afternoon,Line C,Product Delta,1083,16,3,9.34,Surface Defect,None
1926,2025-08-02,Night,Line C,Product Beta,973,27,7,65.67,Assembly Error,Mechanical Failure
1927,2025-08-03,Morning,Line A,Product Gamma,1478,68,11,47.53,Assembly Error,Changeover
1928,2025-08-03,Afternoon,Line A,Product Alpha,1499,29,6,61,Coating Defect,Quality Issue
1929,2025-08-03,Night,Line A,Product Delta,1404,79,14,8.85,Coating Defect,None
1930,2025-08-03,Morning,Line B,Product Beta,1203,40,8,40.87,Assembly Error,Maintenance
1931,2025-08-03,Afternoon,Line B,Product Beta,1175,27,4,33.78,Assembly Error,Mechanical Failure
1932,2025-08-03,Night,Line B,Product Delta,1114,44,12,68.65,Dimensional Error,Material Shortage
1933,2025-08-03,Morning,Line C,Product Alpha,1053,32,5,36.32,Assembly Error,Quality Issue
1934,2025-08-03,Afternoon,Line C,Product Alpha,1111,44,12,71.41,Coating Defect,Changeover
1935,2025-08-03,Night,Line C,Product Beta,967,16,2,34.95,Surface Defect,Maintenance
1936,2025-08-04,Morning,Line A,Product Alpha,1553,49,13,19.61,Assembly Error,Quality Issue
1937,2025-08-04,Afternoon,Line A,Product Alpha,1439,37,9,15.79,Surface Defect,Maintenance
1938,2025-08-04,Night,Line A,Product Alpha,1317,31,7,24.55,Surface Defect,Maintenance
1939,2025-08-04,Morning,Line B,Product Alpha,1219,22,4,22.97,Surface Defect,Quality Issue
1940,2025-08-04,Afternoon,Line B,Product Gamma,1305,48,6,39.02,Assembly Error,Material Shortage
1941,2025-08-04,Night,Line B,Product Gamma,1144,11,3,65.16,Assembly Error,Mechanical Failure
1942,2025-08-04,Morning,Line C,Product Delta,1210,15,4,75.42,Coating Defect,Maintenance
1943,2025-08-04,Afternoon,Line C,Product Delta,1157,58,16,79.17,Coating Defect,Mechanical Failure
1944,2025-08-04,Night,Line C,Product Gamma,1123,40,7,8.68,Surface Defect,None
1945,2025-08-05,Morning,Line A,Product Alpha,1488,93,22,60.75,Dimensional Error,Changeover
1946,2025-08-05,Afternoon,Line A,Product Gamma,1432,26,6,31.64,Dimensional Error,Mechanical Failure
1947,2025-08-05,Night,Line A,Product Gamma,1350,66,11,35.35,Coating Defect,Quality Issue
1948,2025-08-05,Morning,Line B,Product Delta,1290,28,8,43.43,Coating Defect,Material Shortage
1949,2025-08-05,Afternoon,Line B,Product Alpha,1261,14,3,34.79,Assembly Error,Quality Issue
1950,2025-08-05,Night,Line B,Product Alpha,1146,10,3,75.72,Surface Defect,Maintenance
1951,2025-08-05,Morning,Line C,Product Gamma,1203,70,8,15.9,Dimensional Error,Maintenance
1952,2025-08-05,Afternoon,Line C,Product Delta,1102,25,6,78.85,Assembly Error,Maintenance
1953,2025-08-05,Night,Line C,Product Beta,966,37,6,46.5,Coating Defect,Quality Issue
1954,2025-08-06,Morning,Line A,Product Gamma,1544,14,4,72.65,Surface Defect,Material Shortage
1955,2025-08-06,Afternoon,Line A,Product Gamma,1523,16,3,30.66,Assembly Error,Changeover
1956,2025-08-06,Night,Line A,Product Gamma,1370,81,11,74.14,Coating Defect,Material Shortage
1957,2025-08-06,Morning,Line B,Product Beta,1313,58,11,62.45,Surface Defect,Material Shortage
1958,2025-08-06,Afternoon,Line B,Product Gamma,1249,41,5,59.92,Dimensional Error,Maintenance
1959,2025-08-06,Night,Line B,Product Gamma,1124,31,6,26.45,Assembly Error,Changeover
1960,2025-08-06,Morning,Line C,Product Alpha,1063,14,2,49.55,Assembly Error,Quality Issue
1961,2025-08-06,Afternoon,Line C,Product Delta,1165,16,4,17.84,Coating Defect,Mechanical Failure
1962,2025-08-06,Night,Line C,Product Delta,1113,67,9,36,Dimensional Error,Changeover
1963,2025-08-07,Morning,Line A,Product Delta,1464,85,21,10.55,Surface Defect,None
1964,2025-08-07,Afternoon,Line A,Product Delta,1406,27,4,27.73,Surface Defect,Maintenance
1965,2025-08-07,Night,Line A,Product Alpha,1435,24,4,60.89,Assembly Error,Quality Issue
1966,2025-08-07,Morning,Line B,Product Delta,1358,37,10,65.29,Surface Defect,Changeover
1967,2025-08-07,Afternoon,Line B,Product Delta,1279,55,16,52.54,Assembly Error,Quality Issue
1968,2025-08-07,Night,Line B,Product Delta,1224,65,6,39.36,Coating Defect,Mechanical Failure
1969,2025-08-07,Morning,Line C,Product Gamma,1154,55,8,15.32,Surface Defect,Maintenance
1970,2025-08-07,Afternoon,Line C,Product Alpha,1172,37,9,61.85,Surface Defect,Material Shortage
1971,2025-08-07,Night,Line C,Product Beta,1009,9,1,9.27,Surface Defect,None
1972,2025-08-08,Morning,Line A,Product Gamma,1563,82,24,16.35,Surface Defect,Quality Issue
1973,2025-08-08,Afternoon,Line A,Product Delta,1511,49,11,55.94,Coating Defect,Quality Issue
1974,2025-08-08,Night,Line A,Product Beta,1292,14,1,50.92,Surface Defect,Maintenance
1975,2025-08-08,Morning,Line B,Product Delta,1348,14,3,28.18,Surface Defect,Changeover
1976,2025-08-08,Afternoon,Line B,Product Beta,1175,12,2,50.64,Surface Defect,Mechanical Failure
1977,2025-08-08,Night,Line B,Product Gamma,1089,42,4,72.05,Dimensional Error,Quality Issue
1978,2025-08-08,Morning,Line C,Product Alpha,1191,54,8,59.16,Coating Defect,Material Shortage
1979,2025-08-08,Afternoon,Line C,Product Delta,1182,71,8,66.24,Assembly Error,Changeover
1980,2025-08-08,Night,Line C,Product Delta,1063,38,8,58.15,Dimensional Error,Changeover
1981,2025-08-09,Morning,Line A,Product Beta,1422,56,13,37.22,Assembly Error,Changeover
1982,2025-08-09,Afternoon,Line A,Product Beta,1516,71,21,51.61,Surface Defect,Material Shortage
1983,2025-08-09,Night,Line A,Product Delta,1436,70,18,64.08,Coating Defect,Mechanical Failure
1984,2025-08-09,Morning,Line B,Product Delta,1313,39,7,75.25,Assembly Error,Material Shortage
1985,2025-08-09,Afternoon,Line B,Product Gamma,1301,71,21,66.55,Coating Defect,Material Shortage
1986,2025-08-09,Night,Line B,Product Delta,1170,44,9,79.76,Assembly Error,Mechanical Failure
1987,2025-08-09,Morning,Line C,Product Gamma,1094,38,11,48.8,Surface Defect,Quality Issue
1988,2025-08-09,Afternoon,Line C,Product Alpha,1064,38,11,42.09,Surface Defect,Quality Issue
1989,2025-08-09,Night,Line C,Product Alpha,1005,21,6,65.79,Surface Defect,Changeover
1990,2025-08-10,Morning,Line A,Product Beta,1453,76,15,52.68,Dimensional Error,Maintenance
1991,2025-08-10,Afternoon,Line A,Product Gamma,1377,55,16,38.42,Dimensional Error,Maintenance
1992,2025-08-10,Night,Line A,Product Delta,1294,19,4,15.17,Assembly Error,Quality Issue
1993,2025-08-10,Morning,Line B,Product Beta,1265,50,9,41.43,Surface Defect,Material Shortage
1994,2025-08-10,Afternoon,Line B,Product Delta,1208,32,9,69,Coating Defect,Mechanical Failure
1995,2025-08-10,Night,Line B,Product Beta,1223,37,10,10.4,Dimensional Error,None
1996,2025-08-10,Morning,Line C,Product Gamma,1170,21,4,19.43,Surface Defect,Material Shortage
1997,2025-08-10,Afternoon,Line C,Product Gamma,1034,14,2,37.77,Assembly Error,Quality Issue
1998,2025-08-10,Night,Line C,Product Beta,1018,23,6,41.3,Surface Defect,Maintenance
1999,2025-08-11,Morning,Line A,Product Gamma,1516,78,21,17.59,Surface Defect,Maintenance
2000,2025-08-11,Afternoon,Line A,Product Alpha,1476,32,8,81.23,Coating Defect,Mechanical Failure
2001,2025-08-11,Night,Line A,Product Beta,1440,47,10,27.66,Dimensional Error,Quality Issue
2002,2025-08-11,Morning,Line B,Product Beta,1372,44,5,54.29,Assembly Error,Changeover
2003,2025-08-11,Afternoon,Line B,Product Delta,1201,14,4,47.52,Dimensional Error,Changeover
2004,2025-08-11,Night,Line B,Product Delta,1193,64,11,34.78,Dimensional Error,Maintenance
2005,2025-08-11,Morning,Line C,Product Gamma,1131,51,4,37.63,Assembly Error,Quality Issue
2006,2025-08-11,Afternoon,Line C,Product Gamma,1045,21,5,69.31,Dimensional Error,Quality Issue
2007,2025-08-11,Night,Line C,Product Alpha,1086,14,3,29.3,Coating Defect,Maintenance
2008,2025-08-12,Morning,Line A,Product Alpha,1568,97,11,47.76,Assembly Error,Material Shortage
2009,2025-08-12,Afternoon,Line A,Product Beta,1434,38,10,76.62,Dimensional Error,Mechanical Failure
2010,2025-08-12,Night,Line A,Product Alpha,1386,53,10,39.58,Dimensional Error,Mechanical Failure
2011,2025-08-12,Morning,Line B,Product Alpha,1309,41,7,10.37,Surface Defect,None
2012,2025-08-12,Afternoon,Line B,Product Gamma,1308,45,12,32.48,Surface Defect,Maintenance
2013,2025-08-12,Night,Line B,Product Alpha,1144,47,11,60.88,Surface Defect,Material Shortage
2014,2025-08-12,Morning,Line C,Product Beta,1051,15,3,72.57,Surface Defect,Material Shortage
2015,2025-08-12,Afternoon,Line C,Product Delta,1179,37,7,23.56,Assembly Error,Mechanical Failure
2016,2025-08-12,Night,Line C,Product Delta,1082,11,3,60.15,Dimensional Error,Changeover
2017,2025-08-13,Morning,Line A,Product Gamma,1580,18,4,59.65,Assembly Error,Material Shortage
2018,2025-08-13,Afternoon,Line A,Product Gamma,1418,45,4,43.8,Surface Defect,Quality Issue
2019,2025-08-13,Night,Line A,Product Beta,1391,80,8,8.27,Dimensional Error,None
2020,2025-08-13,Morning,Line B,Product Beta,1220,70,15,78.91,Surface Defect,Changeover
2021,2025-08-13,Afternoon,Line B,Product Gamma,1250,76,13,25.17,Dimensional Error,Mechanical Failure
2022,2025-08-13,Night,Line B,Product Beta,1088,51,6,23.46,Coating Defect,Maintenance
2023,2025-08-13,Morning,Line C,Product Alpha,1133,49,5,54.93,Coating Defect,Maintenance
2024,2025-08-13,Afternoon,Line C,Product Beta,1041,30,4,8.69,Surface Defect,None
2025,2025-08-13,Night,Line C,Product Alpha,974,58,11,41.74,Assembly Error,Mechanical Failure
2026,2025-08-14,Morning,Line A,Product Gamma,1500,75,21,66.99,Dimensional Error,Changeover
2027,2025-08-14,Afternoon,Line A,Product Delta,1482,40,6,70.23,Surface Defect,Changeover
2028,2025-08-14,Night,Line A,Product Delta,1306,42,7,36.59,Surface Defect,Material Shortage
2029,2025-08-14,Morning,Line B,Product Delta,1310,67,11,39.1,Coating Defect,Maintenance
2030,2025-08-14,Afternoon,Line B,Product Alpha,1267,62,14,40.39,Coating Defect,Changeover
2031,2025-08-14,Night,Line B,Product Alpha,1195,67,13,29.71,Assembly Error,Changeover
2032,2025-08-14,Morning,Line C,Product Gamma,1162,25,7,35.52,Surface Defect,Quality Issue
2033,2025-08-14,Afternoon,Line C,Product Gamma,1050,54,5,45.06,Dimensional Error,Material Shortage
2034,2025-08-14,Night,Line C,Product Gamma,1116,22,3,39.1,Assembly Error,Maintenance
2035,2025-08-15,Morning,Line A,Product Delta,1434,77,18,78.05,Assembly Error,Quality Issue
2036,2025-08-15,Afternoon,Line A,Product Alpha,1501,72,11,71.29,Dimensional Error,Changeover
2037,2025-08-15,Night,Line A,Product Alpha,1427,22,5,76.97,Surface Defect,Material Shortage
2038,2025-08-15,Morning,Line B,Product Delta,1322,29,8,55.56,Surface Defect,Quality Issue
2039,2025-08-15,Afternoon,Line B,Product Delta,1289,67,17,60.77,Assembly Error,Quality Issue
2040,2025-08-15,Night,Line B,Product Alpha,1234,11,2,13.67,Surface Defect,None
2041,2025-08-15,Morning,Line C,Product Gamma,1216,75,11,72.37,Surface Defect,Maintenance
2042,2025-08-15,Afternoon,Line C,Product Gamma,1167,18,4,45.61,Coating Defect,Material Shortage
2043,2025-08-15,Night,Line C,Product Beta,1102,29,5,44.86,Coating Defect,Material Shortage
2044,2025-08-16,Morning,Line A,Product Beta,1433,66,11,17.64,Dimensional Error,Quality Issue
2045,2025-08-16,Afternoon,Line A,Product Delta,1407,20,4,58.12,Surface Defect,Mechanical Failure
2046,2025-08-16,Night,Line A,Product Gamma,1425,29,6,46.5,Coating Defect,Mechanical Failure
2047,2025-08-16,Morning,Line B,Product Beta,1298,64,15,37.21,Assembly Error,Material Shortage
2048,2025-08-16,Afternoon,Line B,Product Alpha,1206,71,17,50.06,Assembly Error,Changeover
2049,2025-08-16,Night,Line B,Product Gamma,1160,47,5,52.78,Dimensional Error,Material Shortage
2050,2025-08-16,Morning,Line C,Product Gamma,1062,48,5,23.8,Assembly Error,Mechanical Failure
2051,2025-08-16,Afternoon,Line C,Product Gamma,1069,28,8,81.66,Surface Defect,Maintenance
2052,2025-08-16,Night,Line C,Product Delta,1007,33,4,16.26,Coating Defect,Changeover
2053,2025-08-17,Morning,Line A,Product Alpha,1469,31,3,23.87,Coating Defect,Maintenance
2054,2025-08-17,Afternoon,Line A,Product Gamma,1407,88,23,51.19,Assembly Error,Changeover
2055,2025-08-17,Night,Line A,Product Gamma,1288,53,13,71.46,Dimensional Error,Maintenance
2056,2025-08-17,Morning,Line B,Product Beta,1218,63,15,14.95,Surface Defect,None
2057,2025-08-17,Afternoon,Line B,Product Delta,1325,82,10,38.9,Surface Defect,Material Shortage
2058,2025-08-17,Night,Line B,Product Alpha,1200,21,2,30.06,Coating Defect,Material Shortage
2059,2025-08-17,Morning,Line C,Product Beta,1137,63,6,11.92,Dimensional Error,None
2060,2025-08-17,Afternoon,Line C,Product Alpha,1145,69,13,22.27,Surface Defect,Material Shortage
2061,2025-08-17,Night,Line C,Product Gamma,972,48,7,36.06,Surface Defect,Mechanical Failure
2062,2025-08-18,Morning,Line A,Product Delta,1441,22,3,40.29,Coating Defect,Changeover
